author_id,created_at,id,lang,text,date
2011753437256695808,2026-01-15 10:55:51+00:00,2011754197142945822,qht,"#FactsOverFiction #StatePolicyClear
#NoMorePropaganda #FakeNewsExposed #เครนถล่ม #الاهلي_التعاون #Iran #IranProtests https://t.co/MMpfn5F5nA",2026-01-15
1730297907964772352,2026-01-15 10:55:51+00:00,2011754197142945820,en,"RT @gghamari: Just a normal day in occupied Iran.

This is what living in a brutal Islamic totalitarian dictatorship looks like. https://t.…",2026-01-15
172346817,2026-01-15 10:55:51+00:00,2011754196689961084,es,RT @RAMIROMARRA: Tenes que ser MUY HIJO DE PUTA para salir a defender al ayatola de Irán. El tipo literalmente asesinó a más de 2.000 perso…,2026-01-15
1292915011921293314,2026-01-15 10:55:51+00:00,2011754196681515096,en,"RT @visegrad24: Reza Pahlavi says post-regime Iran would recognize Israel, expand Abraham Accords

Iran will eventually “rise again from th…",2026-01-15
2009780180177629184,2026-01-15 10:55:51+00:00,2011754196555772408,en,"RT @JimFergusonUK: BREAKING:🚨 IRAN JUST SENT A MESSAGE THE WORLD CANNOT IGNORE

Iranian state television aired an image of President Trump…",2026-01-15
2537108065,2026-01-15 10:55:51+00:00,2011754196488569140,en,RT @rkmtimes: JUST IN🇸🇾🇹🇷Turkish Special forces and Syrian Arab Army moving toward East-Syrian Kurdish territory to completely liberate the…,2026-01-15
1672876113083629568,2026-01-15 10:55:51+00:00,2011754196324979021,en,"RT @BabakTaghvaee1: Dr. Mahsa Dezfulian Kermanshahi is one of more than 12,000 Iranian protesters massacred by the Islamic regime of #Iran.…",2026-01-15
1571440355370745857,2026-01-15 10:55:51+00:00,2011754196157284766,de,"RT @nouripour: Seit Tagen gibt es brutale Repression &amp; Massaker im Iran. Was es jetzt dringend braucht: finanziellen Druck, die Revolutions…",2026-01-15
1855307979677151232,2026-01-15 10:55:51+00:00,2011754196127862864,fa,"RT @ahampay: ارتش جمهوری اسلامی، مادرجنده ترین ارتش تاریخ معاصر است.
#اين_آخرين_نبرده_پهلوى_برميگرده",2026-01-15
1876599154987970560,2026-01-15 10:55:51+00:00,2011754195981066721,en,"@JDVance The Islamic Republic has maintained its power through deception and propaganda, continuing terrorist attacks against its own citizens and the world. Please take this historic opportunity to end the world’s primary state sponsor of terrorism. The History will judge everything 🆘",2026-01-15
298522459,2026-01-15 10:55:51+00:00,2011754195729465723,en,RT @Tabantimes: Legendary Iranian actor Behrouz Vossoughi sends a heartwarming message to the people of Iran. https://t.co/Oobbp8LNYj,2026-01-15
1417462557229658113,2026-01-15 10:55:51+00:00,2011754195343589741,fa,"RT @KayhanLondon: دونالد ترامپ: شاهزاده رضا پهلوی فردی دوست‌داشتنی به نظر می‌رسد، اگر مردم او را بخواهند برای من مورد قبول است

-رئیس جمهور…",2026-01-15
2009734145526681602,2026-01-15 10:55:51+00:00,2011754195163234701,en,"RT @gghamari: The King of Iran has a message for you, the rest of the world.",2026-01-15
1778816372182585344,2026-01-15 10:55:51+00:00,2011754194966028671,en,You guys are silly if you think that in a cabinet containing the likes of JD Vance and Pete Hegseth that you will get a Trump admin engaging in regime change in Iran. https://t.co/bSMBgomzc5,2026-01-15
986927237315354625,2026-01-15 10:55:51+00:00,2011754194940936574,en,"RT @MOSSADil: 🚨 FIRST WEEK: IRAN RECOGNIZES ISRAEL, FULL DIPLOMATIC TIES AFTER 47 YEARS

Exiled Iranian Crown Prince Reza Pahlavi says a po…",2026-01-15
358654437,2026-01-15 10:55:51+00:00,2011754194882216194,en,"RT @sarahraviani: Erfan Soltani’s execution has been postponed.

But his family says they have not slept. They stayed awake until dawn duri…",2026-01-15
1668280987694911494,2026-01-15 10:55:51+00:00,2011754194827665615,en,"RT @gghamari: Just a normal day in occupied Iran.

This is what living in a brutal Islamic totalitarian dictatorship looks like. https://t.…",2026-01-15
175694557,2026-01-15 10:55:51+00:00,2011754194714444116,en,"RT @HenMazzig: BREAKING: Erfan Soltani, a young Iranian arrested after Thursday’s protests and sentenced to death, was not executed yesterd…",2026-01-15
2011584467475791872,2026-01-15 10:55:51+00:00,2011754194571837815,en,"@PiersUncensored @piersmorgan @s_m_marandi How can anyone trust Trump when he turns a blind eye to the crimes of the Iranian regime?  
Someone who cannot stand up for the defenseless people of Iran cannot bring peace to the world.  
It’s disgraceful.",2026-01-15
1159471498396127232,2026-01-15 10:55:51+00:00,2011754194563449240,es,RT @joseantoniokast: Chile no puede ser socio de Cuba ni de Irán. Chile no puede asistir a los BRICS en Brasil. https://t.co/nImHcOVdET,2026-01-15
525431193,2026-01-15 10:55:51+00:00,2011754194546393588,en,"RT @Iran_Armed: If Iran shakes once, Tel Aviv will shake a hundred times..🚀🚀 https://t.co/rJdSVFDxGl",2026-01-15
1895859091156668416,2026-01-15 10:55:51+00:00,2011754194517315770,en,"RT @battleforeurope: “What is happening in Iran is straight out of the US-Israeli regime change playbook”. 
Five-minute masterclass by John…",2026-01-15
1993035635213713411,2026-01-15 10:55:51+00:00,2011754194416660821,en,"RT @Mojtabapacino: 12,000 have been KILLED in IRAN.
World, do you hear the voice of Iran?
#DigitalBlackoutIran https://t.co/zMqh0XY3ir",2026-01-15
1213282072720076800,2026-01-15 10:55:51+00:00,2011754194412487126,en,RT @tedcruz: Free Iran. https://t.co/DTRRFfqTg0,2026-01-15
233792266,2026-01-15 10:55:51+00:00,2011754194340888744,en,"Good morning, friends!❤️

May this day be filled with sunny energy, pleasant news, and small victories.

Every morning is a new opportunity to become a better version of yourself.

🔆@Polymarket in total geo apocalypse mode: Iran flipping airspace open then slamming it shut again https://t.co/O8JniOzsrT",2026-01-15
1611096830489645064,2026-01-15 10:55:51+00:00,2011754194236293212,en,"RT @MOSSADil: 🚨 UNPRECEDENTED JOINT STATEMENT FROM IRAN’S OPPRESSED NATIONS

Nineteen political parties and movements representing Kurds, B…",2026-01-15
1187619683408793600,2026-01-15 10:55:51+00:00,2011754194097889322,es,"RT @RAFAELLEALSALAZ: Albares exige ""respetar el derecho internacional"" en Ucrania, Gaza, Venezuela, Irán y Groenlandia frente a ""la ley de…",2026-01-15
1840322039787216896,2026-01-15 10:55:51+00:00,2011754194060132865,ur,"RT @shafqatmm1: امریکہ ایرانی مظاہرین کیلئے سب کچھ کرنے کو تیار ہے کیونکہ رضا پہلوی اور مظاہرین اس کے ایجنڈا پر ہیں
امریکہ پاکستان۔میں مظاہ…",2026-01-15
1576100023619706880,2026-01-15 10:55:51+00:00,2011754193812603338,en,"RT @gghamari: Just a normal day in occupied Iran.

This is what living in a brutal Islamic totalitarian dictatorship looks like. https://t.…",2026-01-15
2307319074,2026-01-15 10:55:51+00:00,2011754193795891324,en,"RT @gghamari: Just a normal day in occupied Iran.

This is what living in a brutal Islamic totalitarian dictatorship looks like. https://t.…",2026-01-15
2009934626157199360,2026-01-15 10:55:51+00:00,2011754193707729094,de,RT @HNeumannMEP: Das iranische Regime hat jegliche Legitimität verloren. Deshalb bleibt ihm als Antwort auf die legitimen Anliegen der Bevö…,2026-01-15
142092306,2026-01-15 10:55:50+00:00,2011754193544233270,en,"RT @IRMilitaryMedia: For two years , Netanyahu killed more than 70,000 children, women, and men in #Gaza. Yet, not a single word of condemn…",2026-01-15
47346306,2026-01-15 10:55:50+00:00,2011754193464205357,en,"RT @AryJeay: Iran’s Minister of Defense: We arrested an individual who received ~$6000 for killing people.

He says:
• We’ve precise intell…",2026-01-15
1619842536389877760,2026-01-15 10:55:50+00:00,2011754193447759990,en,"RT @DahliaKurtz: Heartbreaking.💔

""If nothing happens in the next few days, they'll all be mаssаcred...Only the outside can help.""

A call…",2026-01-15
1716661139554091008,2026-01-15 10:55:50+00:00,2011754193435197831,en,"RT @Partisan_12: “Netanyahu is a dark son of a B***h
Because he has gotten the US into endless wars…the Iraq War came from Netanyahu…he’s s…",2026-01-15
1860594733351075844,2026-01-15 10:55:50+00:00,2011754193120608492,en,"RT @rkmtimes: JUST IN🇮🇷🇺🇸🔥  Air traffic is returned over Iran, and Western Airlines are still avoiding Iranian Airspaces amid US fighter je…",2026-01-15
2007944723349250048,2026-01-15 10:55:50+00:00,2011754192994779430,en,"RT @visegrad24: Reza Pahlavi says post-regime Iran would recognize Israel, expand Abraham Accords

Iran will eventually “rise again from th…",2026-01-15
1008357467552731136,2026-01-15 10:55:50+00:00,2011754192814186765,en,RT @MoeedNj: Regime Change Operation ongoing in Iran is as per CIA/Mossad Playbook used repeatedly - March/April 2022: Pakistan,2026-01-15
2009373236916850688,2026-01-15 10:55:50+00:00,2011754192743121327,fa,RT @madsea77: نمیدونم چجوری توضیح بدم اما من در یک شرایط روحی روانی سختی به سر می‌برم که تا به حال تجربه نکرده بودم این قطعا مربوط به تجربه…,2026-01-15
1640924369877868545,2026-01-15 10:55:50+00:00,2011754192734732291,en,"RT @OzraeliAvi: ⚠️ The history lesson the LEFT ignores at their own peril

Iranians are trying to warn inner-city leftists.

In 1979, Islam…",2026-01-15
1728869357588013057,2026-01-15 10:55:50+00:00,2011754192550203663,es,"RT @GladiatorAstur: El número de muertos en Irán asciende a 3.000 (pueden ser muchos más). 
Venezuela sigue siendo una narcodictadura con p…",2026-01-15
1946965815133102082,2026-01-15 10:55:50+00:00,2011754192508239983,fa,"RT @Avayiran: تد کروز؛.
""ترامپ در کنار شماست،  آمریکا در کنار شماست. ""

سناتور جمهوریخواه تگزاس بامداد پنجشنبه ۲۵ دی‌ماه در مصاحبه با فاکس‌…",2026-01-15
2009773392757698562,2026-01-15 10:55:50+00:00,2011754192395002069,en,RT @JakeWSimons: Awful. The regime is even charging large sums for her body to be returned. Evil. Free Iran! https://t.co/EB3TqOVSYI,2026-01-15
1728618404351795200,2026-01-15 10:55:50+00:00,2011754192332079378,en,"RT @WarMonitor3: Irans Foreign minister is essentially taunting Trump on Fox News right now.

""Iran's FM Araghchi: Do not repeat the same m…",2026-01-15
2224714423,2026-01-15 10:55:50+00:00,2011754192311038097,en,"@FarazPervaiz3 15 dead in Bondi because of Islamic thugs. Imagine 100,000 of them ruling over the streets of Iran. I hope Trump vaporizes them all.",2026-01-15
1183438649226072065,2026-01-15 10:55:50+00:00,2011754192294248777,es,"RT @isaacrrr7: En Irán hay tantos muertos que los hospitales y los camiones no dan abasto, mientras todo el mundo mira para otro lado.
http…",2026-01-15
2010643445552148480,2026-01-15 10:55:50+00:00,2011754192281747710,en,"@AndrewGhalili This is not a protest crackdown. This is a state slaughtering civilians while the internet is cut, so no one can see. Any world leader who claims to defend human rights and still does nothing is complicit. #DigitalBlackoutIran #IranianRevolution2026 #Iran @realDonaldTrump @POTUS",2026-01-15
2011249217566855169,2026-01-15 10:55:50+00:00,2011754192143335849,en,RT @EllieCohanim: Make Iran Great Again,2026-01-15
1601511417425059841,2026-01-15 10:55:50+00:00,2011754192004858238,en,"RT @emilykschrader: Bodies of murdered protesters in Iran loaded into a truck 

But it’s okay because they “stopped killing people” right?…",2026-01-15
1559477423397392384,2026-01-15 10:55:50+00:00,2011754191900066181,en,"RT @prznsoccer: 🇶🇦 There’s a reason Qatar wants to preserve (and push for) the status quo in Iran.

Doha has reaped massive profits from th…",2026-01-15
1453726328360894470,2026-01-15 10:55:50+00:00,2011754191799402709,en,"RT @MarioNawfal: 🇮🇷 Iran just finished building its own Great Firewall.

Domestic internet works. Global internet doesn’t. That’s the trick…",2026-01-15
3001713840,2026-01-15 10:55:50+00:00,2011754191740420144,es,"RT @CefiroyCoco: @ProteBuenAmigo @MoRaKi051012 @oteiza_bego @Cassandracass50 @carvajal_vidal @chichitav1947 

URGENTE!!!🆘📢
#Motril #Granada…",2026-01-15
2794433924,2026-01-15 10:55:50+00:00,2011754191468052969,en,"RT @the_jefferymead: I just received a message from an Iranian with family still inside Iran. 

The situation is far worse than most people…",2026-01-15
1356213854,2026-01-15 10:55:50+00:00,2011754191296077869,hi,"RT @MediaHarshVT: और ऐसी बदमाशी @_sayema तब कर रही है, जब ईरान में लड़कियां #Hijab उतारकर फेंक रही है। सायमा, इतनी बदमाशी मत करो। सबको समझ…",2026-01-15
797457626086961152,2026-01-15 10:55:50+00:00,2011754191169990668,da,Billederne og videoerne deles både af regimekritiske og regeringsvenlige aktører #Iran #smdk https://t.co/vEzZC5HpKJ,2026-01-15
446421386,2026-01-15 10:55:50+00:00,2011754191052755156,en,"RT @PahlaviReza: To all of our friends around the world,

Under the yoke of the Islamic Republic, Iran is identified in your minds with ter…",2026-01-15
1944852162456248323,2026-01-15 10:55:50+00:00,2011754190746632306,fr,"@servalan79 Complètement à la ramasse les pauvres.
Bientôt ils vont dire qu'ils faut bombarder l'Iran comme la Syrie, la Lybie, l'Irak.
La CIA à bien ces idiots utiles pour parafraser Lénine.",2026-01-15
1109951137162186758,2026-01-15 10:55:50+00:00,2011754190738243823,de,@Adrian11192493 Er hilft dem Menschen im Iran ja auch nicht er schaut zu wie ermordet werden genau so schaut er zu was in der Ukraine passiert er ist ein Mensch ohne Mitgefühl für andere Menschen und Moral hat der nicht,2026-01-15
1498368422383702037,2026-01-15 10:55:50+00:00,2011754190071324908,de,"@der_haydar @kian_sasan Ich denke, eher Selbstschutz. China hat sehr viel Geld in den Iran investiert.",2026-01-15
2009625674860904448,2026-01-15 10:55:50+00:00,2011754190029385987,en,"RT @Telegraph: ✍️ 'Compared to the anti-Israel outcry, the hypocrisy is sickening and the double standards are despicable' | Writes @Allist…",2026-01-15
1579736651970056192,2026-01-15 10:55:50+00:00,2011754189953921509,en,"RT @Cameron_1365: @SadeqBigdeli @KariLake 💯 agree, Ali Javanmardi has a deep personal grudge against Prince Reza Pahlavi and is constantly…",2026-01-15
1881077288864788480,2026-01-15 10:55:50+00:00,2011754189869985852,en,"@FoxNews @BretBaier If there should be a message to be heard it is the loud voice and chant of millions of protesters inside Iran to call for their King Reza Pahlavi back to be hear. Not this murderer trying to survive,  listening to the message of people of iran",2026-01-15
2770938993,2026-01-15 10:55:50+00:00,2011754189719028204,en,"RT @Sham_a1998: To world leaders: as long as Islamic Republic remains, terror and instability will persist. Supporting the Iranian people a…",2026-01-15
1427365943106326528,2026-01-15 10:55:50+00:00,2011754189668696374,en,RT @YEMENDEFENSA: We will stand with Iran with all our strength.,2026-01-15
2011515176600911872,2026-01-15 10:55:50+00:00,2011754189580386512,de,"RT @5ogand: 🆘 BITTE ,WELT, WACH AUF!
Innerhalb von 48 Stunden wurden im Iran 12.000 Menschen durch das islamische Regime getötet!
HILFE
Jet…",2026-01-15
157134145,2026-01-15 10:55:50+00:00,2011754189559607565,en,RT @nypost: Iran reopens airspace after temporary closure forced flights to reroute as tensions with US escalate https://t.co/uAcVt30xhD ht…,2026-01-15
1570454258818125825,2026-01-15 10:55:49+00:00,2011754189173768370,en,"@Jouantaa #DigitalBlackoutlran 
For Iran",2026-01-15
1592929723562196993,2026-01-15 10:55:49+00:00,2011754188976636324,en,RT @ShadowofEzra: President Trump says his “very important sources” personally confirmed to him that the killings and executions in Iran ha…,2026-01-15
1601246783983828994,2026-01-15 10:55:49+00:00,2011754188674646263,en,RT @rkmtimes: JUST IN🇺🇸🇮🇩🇮🇷🇨🇳 China and Indonesia could possibly block US B-52 Bombers' Strait of Malacca and South China Sea routes headin…,2026-01-15
143830503,2026-01-15 10:55:49+00:00,2011754188024528967,es,@KononovAndr Están preparando a la opinión pública para justificar una guerra contra Irán.,2026-01-15
2010086199097257984,2026-01-15 10:55:49+00:00,2011754188016140604,en,"RT @GAZAWOOD1: 🚨🇮🇷 IRAN: Regime forces storm a hospital to hunt wounded protesters.

Leaked footage before the internet blackout shows arme…",2026-01-15
1538801680711659520,2026-01-15 10:55:49+00:00,2011754187735122021,en,"RT @Ahmed_hassan_za: All countries in the Middle East must understand that achieving this 👇 is impossible with Iran in power.

Iran and Egy…",2026-01-15
1939598391278804992,2026-01-15 10:55:49+00:00,2011754187684790390,en,"RT @EYakoby: BREAKING: The Islamic Republic has murdered Rebin Moradi, an aspiring soccer player in Tehran.

May his memory forever be a bl…",2026-01-15
1942188491192045568,2026-01-15 10:55:49+00:00,2011754187567350106,en,RT @noatishby: DON'T LOOK AWAY. THE ISLAMIC REGIME IN IRAN IS MURDERING THOUSANDS OF PROTESTERS. https://t.co/zzQTQlYDuq,2026-01-15
1354589742,2026-01-15 10:55:49+00:00,2011754187487625538,en,"RT @AnatoliUkraine: Russia didn’t just export drones and propaganda.
It exported a kill switch.

Iran’s “internet blackout” wasn’t chaos —…",2026-01-15
250434194,2026-01-15 10:55:49+00:00,2011754187374412072,es,"RT @laderechadiario: 🚨🇪🇸🇮🇷 | HIJO DE PUTA: Se reveló que el corrupto presidente socialista de España, Pedro Sánchez, vendió 6 millones de e…",2026-01-15
1343240012297596928,2026-01-15 10:55:49+00:00,2011754187366006850,en,"RT @Alighazizade: Donald Trump says the Islamic Republic claims it will no longer kill people.
Instead of accepting this big lie, give the…",2026-01-15
1707224037360041984,2026-01-15 10:55:49+00:00,2011754187298898043,en,"RT @GlobeEyeNews: BREAKING:

Russia issues a warning to the U.S.

Any U.S. attack on Iran would be categorically unacceptable and would be…",2026-01-15
1949133813751087104,2026-01-15 10:55:49+00:00,2011754187101733108,en,"RT @GenXGirl1994: A Polymarket Sponsored Influencer who wishes to remain anonymous confirmed to me, Polymarket asks influencers to push Ira…",2026-01-15
1854831114294370304,2026-01-15 10:55:49+00:00,2011754187084718504,en,"@IanCameron23 Exactly and look how that is turning out for Iranian civilians being massacred by the Ayatollah and his IRGC regime, the so-called “friends” of the ANC. The ANC and Dirco are clearly morally bankrupt if they stand with such evil and cannot be allowed to define or take away any",2026-01-15
